QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,DEALSIZE,TERRITORY,SALES
50,100,9,1,3,8,2004,3,102,2,2,5239.5
38,100,2,1,3,9,2004,3,102,2,2,4567.98
37,95.55,13,1,4,10,2004,3,102,2,2,3535.35
43,89.38,10,1,4,10,2004,3,102,2,1,3843.34
43,86.3,14,1,4,11,2004,3,102,2,1,3710.9
46,95.13,15,1,4,11,2004,3,102,2,2,4375.98
42,36.11,3,1,4,11,2004,3,102,1,1,1516.62
50,50.18,9,1,4,12,2004,3,102,1,2,2509
44,100,8,1,1,1,2005,3,102,3,1,9240.44
27,93.16,13,1,1,2,2005,3,102,1,2,2515.32
35,100,2,1,1,3,2005,3,102,2,3,5548.9
51,95.55,2,2,2,5,2005,3,102,2,1,4873.05
41,50.14,1,1,1,1,2003,3,53,1,1,2055.74
48,49.06,5,1,1,3,2003,3,53,1,1,2354.88
42,54.99,17,1,2,5,2003,3,53,1,2,2309.58
49,43.13,6,1,3,7,2003,3,53,1,3,2113.37
30,58.22,3,1,3,9,2003,3,53,1,1,1746.6
45,51.21,1,1,4,10,2003,3,53,1,1,2304.45
48,44.21,5,1,4,11,2003,3,53,1,2,2122.08
32,54.45,2,1,4,11,2003,3,53,1,1,1742.4
46,53.37,6,1,4,11,2003,3,53,1,3,2455.02
48,63.61,1,1,4,12,2003,3,53,2,2,3053.28
33,43.13,9,1,1,1,2004,3,53,1,1,1423.29
31,48.52,2,1,1,3,2004,3,53,1,2,1504.12
20,58.22,6,1,2,4,2004,3,53,1,2,1164.4
29,51.75,1,1,2,6,2004,3,53,1,2,1500.75
27,57.68,8,1,3,8,2004,3,53,1,2,1557.36
24,56.07,1,1,3,9,2004,3,53,1,2,1345.68
37,48.52,12,1,4,10,2004,3,53,1,2,1795.24
25,44.21,9,1,4,10,2004,3,53,1,1,1105.25
41,57.68,5,1,4,11,2004,3,53,1,1,2364.88
27,89.89,16,1,4,11,2004,3,53,1,2,2427.03
21,58.95,7,1,4,11,2004,3,53,1,3,1237.95
22,72.41,6,1,4,12,2004,3,53,1,2,1593.02
32,98.63,7,1,1,1,2005,3,53,2,1,3156.16
25,52.83,9,1,1,2,2005,3,53,1,1,1320.75
42,100,3,1,1,3,2005,3,53,2,3,4998
25,51.75,1,2,2,5,2005,3,53,1,1,1293.75
37,100,16,1,1,3,2003,2,124,2,2,5433.08
26,100,2,1,2,5,2003,2,124,2,2,3073.72
44,99.55,2,1,3,7,2003,2,124,2,2,4380.2
47,100,9,1,3,9,2003,2,124,2,3,5848.68
43,100,8,1,4,10,2003,2,124,2,2,6153.73
42,100,6,1,4,11,2003,2,124,2,1,4965.24
42,100,2,1,4,11,2003,2,124,2,2,5435.64
29,100,7,1,4,11,2003,2,124,2,1,4258.36
40,100,13,1,4,12,2003,2,124,2,1,4032
38,100,6,1,1,1,2004,2,124,2,2,4492.36
38,100,4,1,1,2,2004,2,124,2,1,4161.38
21,100,11,1,2,4,2004,2,124,1,2,2508.66
24,100,1,4,2,6,2004,2,124,2,2,3374.88
36,100,2,1,3,7,2004,2,124,2,2,5196.6
23,100,2,1,3,8,2004,2,124,1,1,2604.52
20,100,14,1,3,9,2004,2,124,1,3,2936.8
32,100,4,1,4,10,2003,2,124,2,2,3424.64
29,100,9,1,4,10,2004,2,124,1,2,2923.2
44,100,6,1,4,11,2004,2,124,2,1,4489.76
44,100,14,1,4,11,2004,2,124,2,1,4849.24
36,100,4,1,4,11,2004,2,124,2,2,5848.92
49,56.3,1,5,1,1,2005,2,124,1,1,2758.7
34,42.64,5,1,1,2,2005,2,124,1,2,1449.76
59,100,11,6,2,4,2005,2,124,3,1,7048.14
37,100,1,1,2,5,2005,2,124,2,2,5202.94
36,100,12,1,1,2,2003,5,157,2,2,5279.4
43,100,3,1,2,4,2003,5,157,2,2,6916.12
21,100,4,1,2,6,2003,5,157,1,1,2781.66
32,100,7,1,3,8,2003,5,157,2,1,5248
38,100,5,1,4,10,2003,5,157,2,2,6531.44
43,100,1,4,4,10,2003,5,157,2,2,5763.72
42,100,4,1,4,11,2003,5,157,2,2,6490.68
32,100,1,1,4,11,2003,5,157,2,2,6004.8
42,100,4,1,4,11,2003,5,157,3,4,7483.98
31,100,17,1,1,1,2004,5,157,2,4,5719.5
49,100,4,1,1,2,2004,5,157,2,1,6954.08
45,100,14,1,2,5,2004,5,157,3,1,8160.3
49,100,9,4,2,6,2004,5,157,2,2,6567.96
41,100,1,1,3,7,2004,5,157,2,1,6724
45,100,11,1,3,8,2004,5,157,2,2,5747.85
36,100,7,1,3,9,2004,5,157,2,2,5676.84
39,100,1,1,4,10,2004,5,157,3,1,7379.97
27,100,9,1,4,11,2004,5,157,2,2,3704.13
25,100,6,5,4,11,2004,5,157,1,2,2804.75
41,100,1,1,4,11,2004,5,157,2,2,5624.79
39,99.52,1,1,4,12,2004,5,157,2,2,3881.28
28,57.55,4,1,1,1,2005,5,157,1,2,1611.4
25,54.57,7,5,1,3,2005,5,157,1,2,1364.25
33,100,11,1,1,3,2005,5,157,2,2,4215.09
34,100,1,1,2,4,2005,5,157,2,1,6433.82
24,100,14,1,2,5,2005,5,157,2,2,4352.16
30,100,3,1,1,1,2003,3,170,2,1,5151
42,100,7,1,1,3,2003,3,170,2,2,6069
21,100,6,1,2,5,2003,3,170,1,1,2856
34,100,11,1,3,9,2003,3,170,2,1,5375.4
29,100,9,1,4,10,2003,3,170,2,1,5176.5
24,100,13,1,4,11,2003,3,170,2,2,3508.8
44,100,10,1,4,11,2003,3,170,3,1,7554.8
21,100,14,1,4,11,2003,3,170,2,3,3141.6
33,100,4,1,4,12,2003,3,170,2,1,5890.5
30,100,7,1,1,1,2004,3,170,2,2,5967
26,100,10,1,1,3,2004,3,170,2,2,3712.8
41,100,2,1,2,4,2004,3,170,3,2,7597.3
26,100,16,1,3,8,2004,3,170,2,2,3668.6
32,100,5,1,3,9,2004,3,170,2,3,5875.2
43,100,1,1,4,10,2003,3,170,3,2,7310
48,100,17,1,4,10,2004,3,170,3,1,8078.4
44,74.04,7,1,4,11,2004,3,170,2,1,3257.76
45,100,1,1,4,11,2004,3,170,3,2,7650
37,100,3,5,1,1,2005,3,170,2,1,4703.81
39,100,2,1,1,2,2005,3,170,2,2,5399.55
76,100,2,6,2,4,2005,3,170,3,1,14082.8
37,100,5,2,2,5,2005,3,170,2,3,5283.6
38,82.39,2,1,1,3,2003,2,77,2,4,3130.82
43,72.38,6,1,2,5,2003,2,77,2,2,3112.34
48,79.31,3,1,3,7,2003,2,77,2,1,3806.88
26,82.39,3,1,3,9,2003,2,77,1,1,2142.14
38,88.55,4,1,4,10,2003,2,77,2,1,3364.9
20,63.14,2,1,4,11,2003,2,77,1,2,1262.8
22,73.92,10,1,4,11,2003,2,77,1,2,1626.24
45,90.86,15,1,4,11,2003,2,77,2,1,4088.7
45,85.47,4,1,4,12,2003,2,77,2,2,3846.15
20,66.99,14,1,1,1,2004,2,77,1,2,1339.8
47,64.68,5,1,1,2,2004,2,77,2,2,3039.96
46,73.92,4,1,2,4,2004,2,77,2,2,3400.32
23,83.93,9,4,2,6,2004,2,77,1,2,1930.39
33,74.69,10,1,3,7,2004,2,77,1,2,2464.77
29,90.86,10,1,3,8,2004,2,77,1,1,2634.94
44,82.39,8,1,3,8,2004,2,77,2,2,3625.16
41,92.4,1,1,4,10,2003,2,77,2,2,3788.4
20,91.63,6,1,4,10,2004,2,77,1,2,1832.6
37,78.54,14,1,4,11,2004,2,77,1,1,2905.98
29,100,9,1,4,11,2004,2,77,1,1,2954.81
55,65.45,1,1,4,11,2004,2,77,2,3,3599.75
22,100,7,1,1,1,2005,2,77,2,2,3686.54
31,67.76,4,1,1,2,2005,2,77,1,2,2100.56
49,79.22,3,1,1,3,2005,2,77,2,2,3881.78
61,73.92,4,1,2,4,2005,2,77,2,2,4509.12
39,83.93,9,1,2,5,2005,2,77,2,2,3273.27
38,100,3,1,1,3,2003,2,142,2,1,4432.7
31,100,1,1,2,5,2003,2,142,2,2,4100.99
36,100,1,1,3,7,2003,2,142,2,2,5274.72
25,100,12,1,3,9,2003,2,142,2,3,4232
48,100,11,1,4,10,2003,2,142,2,2,6145.44
35,100,1,1,4,11,2003,2,142,2,1,4680.2
21,100,5,1,4,11,2003,2,142,2,2,3286.08
47,100,10,1,4,11,2003,2,142,3,1,7421.3
38,100,16,1,4,12,2003,2,142,2,1,6432.64
41,100,9,1,1,1,2004,2,142,2,2,4840.87
24,100,7,1,1,2,2004,2,142,2,1,3892.08
37,100,2,1,2,4,2004,2,142,2,4,5526.32
33,100,4,4,2,6,2004,2,142,2,2,4459.62
49,100,5,1,3,7,2004,2,142,2,2,6203.4
29,100,5,1,3,8,2004,2,142,2,1,3754.05
24,100,3,1,3,8,2004,2,142,2,2,3516.48
47,100,7,1,4,10,2003,2,142,3,2,7488.04
24,100,1,1,4,10,2004,2,142,2,2,3448.08
25,100,9,1,4,11,2004,2,142,2,1,3734
30,32.47,8,1,4,11,2004,2,142,1,1,974.1
22,100,3,1,4,11,2004,2,142,2,3,3160.74
27,64.69,2,1,4,12,2004,2,142,1,2,1746.63
34,100,3,1,1,1,2005,2,142,2,2,4207.84
36,100,6,1,1,2,2005,2,142,2,2,4352.76
34,43.05,15,1,1,3,2005,2,142,1,1,1463.7
48,100,2,3,2,4,2005,2,142,3,2,7169.28
34,100,4,1,2,5,2005,2,142,2,2,4594.76
24,100,8,1,1,1,2003,2,163,2,2,3457.92
46,100,4,1,2,4,2003,2,163,3,1,7381.16
45,100,10,1,2,6,2003,2,163,3,1,7146.9
39,100,4,1,3,8,2003,2,163,2,2,5938.53
43,100,2,1,3,9,2003,2,163,3,2,7110.91
29,100,11,1,4,10,2003,2,163,2,4,5032.95
20,100,10,1,4,11,2003,2,163,2,2,3667.6
46,100,5,1,4,11,2003,2,163,3,2,7381.16
27,100,5,1,4,11,2003,2,163,2,1,5128.11
44,100,6,1,4,12,2003,2,163,3,1,7060.24
43,100,1,1,1,2,2004,2,163,3,1,8448.64
49,100,8,1,1,3,2004,2,163,3,2,7300.51
40,100,4,1,2,5,2004,2,163,2,2,6549.2
30,100,3,1,2,6,2004,2,163,2,3,5697.9
50,100,4,1,3,7,2004,2,163,3,1,9169
23,100,13,1,3,8,2004,2,163,2,1,3238.63
26,100,7,1,3,9,2004,2,163,2,1,4554.94
27,100,4,1,4,10,2004,2,163,2,1,3934.44
42,100,13,1,4,10,2004,2,163,2,2,5776.26
47,100,8,1,4,11,2004,2,163,3,1,7207.45
49,100,6,1,4,11,2004,2,163,3,2,7460.74
38,100,8,1,4,12,2004,2,163,2,1,6719.54
20,100,10,1,4,12,2004,2,163,1,2,2428
25,100,7,1,1,1,2005,2,163,1,1,2602.25
25,88,5,1,1,2,2005,2,163,1,1,2200
41,100,4,1,2,5,2005,2,163,2,2,6712.93
28,100,3,2,2,5,2005,2,163,2,2,5318.04
50,67.8,2,1,1,1,2003,3,60,2,1,3390
32,50.25,6,1,1,3,2003,3,60,1,2,1608
42,53.88,5,1,2,5,2003,3,60,1,1,2262.96
24,62.36,10,1,3,9,2003,3,60,1,1,1496.64
27,69.62,8,1,4,10,2003,3,60,1,1,1879.74
26,57.51,12,1,4,11,2003,3,60,1,2,1495.26
38,61.15,9,1,4,11,2003,3,60,1,1,2323.7
42,59.33,13,1,4,11,2003,3,60,1,3,2491.86
23,71.44,3,1,4,12,2003,3,60,1,1,1643.12
21,62.96,6,1,1,1,2004,3,60,1,2,1322.16
28,50.85,9,1,1,3,2004,3,60,1,2,1423.8
33,72.65,1,1,2,4,2004,3,60,1,2,2397.45
25,62.96,15,1,3,8,2004,3,60,1,2,1574
28,61.75,4,1,3,9,2004,3,60,1,3,1729
46,49.04,2,1,4,10,2004,3,60,1,2,2255.84
30,61.15,16,1,4,10,2004,3,60,1,1,1834.5
38,84.25,9,1,4,11,2004,3,60,2,2,3201.5
40,56.91,2,1,4,11,2004,3,60,1,2,2276.4
45,100,4,5,1,1,2005,3,60,3,1,8884.8
27,49.3,1,1,1,2,2005,3,60,1,2,1331.1
42,72.65,1,6,2,4,2005,3,60,2,1,3051.3
36,63.57,4,2,2,5,2005,3,60,1,3,2288.52
29,100,12,1,1,1,2003,6,122,2,2,3772.61
39,100,3,1,2,4,2003,6,122,2,2,4164.42
45,100,14,1,2,6,2003,6,122,2,1,6295.95
47,100,8,1,3,8,2003,6,122,2,2,6287.66
49,100,6,1,3,9,2003,6,122,2,2,5412.54
46,100,15,1,4,10,2003,6,122,2,4,5984.14
48,100,4,1,4,11,2003,6,122,2,2,5891.04
46,100,9,1,4,11,2003,6,122,2,2,5984.14
35,100,9,1,4,11,2003,6,122,2,1,3608.15
43,100,10,1,4,12,2003,6,122,2,1,5752.54
26,100,4,1,1,3,2004,6,122,2,1,3765.32
22,98.18,8,1,2,5,2004,6,122,1,2,2159.96
34,99.41,7,1,2,6,2004,6,122,2,3,3379.94
50,100,8,1,3,7,2004,6,122,2,1,5093.5
48,100,4,1,3,8,2004,6,122,2,1,5773.44
41,100,11,1,3,9,2004,6,122,2,1,4528.86
36,100,8,1,4,10,2004,6,122,2,1,4816.08
29,100,2,1,4,10,2004,6,122,2,1,3416.78
33,37.48,10,1,4,11,2004,6,122,1,1,1236.84
46,100,6,6,4,11,2004,6,122,2,2,5814.86
38,100,7,1,4,12,2004,6,122,2,1,5223.48
20,36.42,11,1,4,12,2004,6,122,1,2,728.4
22,100,5,1,1,1,2005,6,122,2,3,3949
27,100,11,1,1,2,2005,6,122,2,2,3843.99
56,98.18,8,1,2,5,2005,6,122,2,2,5498.08
38,99.41,7,2,2,5,2005,6,122,2,2,3777.58
25,100,4,1,1,1,2003,3,127,2,2,3782
33,100,4,1,1,3,2003,3,127,2,2,3859.68
42,100,3,1,2,5,2003,3,127,2,1,4431.84
33,100,8,1,3,9,2003,3,127,2,1,4950.33
38,100,6,1,4,10,2003,3,127,2,1,4299.7
31,100,10,1,4,11,2003,3,127,2,2,4492.83
20,100,7,1,4,11,2003,3,127,1,1,2212
44,100,11,1,4,11,2003,3,127,2,3,4642.88
26,100,1,1,4,12,2003,3,127,2,1,3206.32
27,100,4,1,1,1,2004,3,127,2,2,3604.23
46,100,7,1,1,3,2004,3,127,3,2,7017.76
47,100,2,1,2,4,2004,3,127,2,1,6154.18
37,100,13,1,3,8,2004,3,127,2,2,4750.8
31,100,2,1,3,9,2004,3,127,2,3,3822.92
24,100,17,1,4,10,2004,3,127,1,2,2440.8
31,100,14,1,4,10,2004,3,127,2,1,4729.36
50,100,6,1,4,11,2004,3,127,3,1,12536.5
35,64.69,8,1,4,11,2004,3,127,1,2,2264.15
30,100,3,1,4,11,2004,3,127,2,2,3928.2
29,100,3,1,4,12,2004,3,127,2,2,3630.22
27,100,5,5,1,1,2005,3,127,2,1,4196.07
40,100,10,1,1,2,2005,3,127,2,2,4931.6
31,98.99,16,1,1,3,2005,3,127,2,1,3068.69
6,100,2,1,2,4,2005,3,127,1,3,785.64
45,100,2,2,2,5,2005,3,127,2,3,4977
22,54.09,2,1,1,1,2003,6,60,1,2,1189.98
45,68.67,6,1,2,4,2003,6,60,2,2,3090.15
43,65.02,2,1,2,5,2003,6,60,1,2,2795.86
46,61.99,2,1,3,7,2003,6,60,1,1,2851.54
39,69.28,9,1,3,9,2003,6,60,1,2,2701.92
31,71.1,18,1,4,10,2003,6,60,1,4,2204.1
41,69.28,7,1,4,11,2003,6,60,1,2,2840.48
44,60.16,12,1,4,11,2003,6,60,1,2,2647.04
45,70.49,2,1,4,11,2003,6,60,2,2,3172.05
37,69.89,13,1,4,12,2003,6,60,1,1,2585.93
35,61.38,2,1,1,2,2004,6,60,1,3,2148.3
28,59.55,7,1,1,3,2004,6,60,1,1,1667.4
30,61.99,11,1,2,5,2004,6,60,1,2,1859.7
30,49.22,10,1,2,6,2004,6,60,1,3,1476.6
25,69.28,11,1,3,7,2004,6,60,1,1,1732
29,57.73,7,1,3,8,2004,6,60,1,1,1674.17
26,57.73,2,1,3,9,2004,6,60,1,2,1500.98
41,53.48,11,1,4,10,2004,6,60,1,1,2192.68
34,52.87,5,1,4,10,2004,6,60,1,1,1797.58
35,61.21,11,1,4,11,2004,6,60,1,1,2142.35
34,61.38,1,6,4,11,2004,6,60,1,2,2086.92
50,100,8,1,4,11,2004,6,60,2,3,6834.5
41,61.99,7,1,4,12,2004,6,60,1,1,2541.59
22,96.86,7,1,1,1,2005,6,60,1,3,2130.92
35,48.62,7,1,1,2,2005,6,60,1,1,1701.7
44,38.5,5,1,1,3,2005,6,60,1,3,1694
47,61.99,11,1,2,5,2005,6,60,1,2,2913.53
19,49.22,10,2,2,5,2005,6,60,1,2,935.18
34,90.39,2,1,1,2,2003,5,84,2,2,3073.26
29,71.81,8,1,2,4,2003,5,84,1,3,2082.49
49,69.27,3,1,2,6,2003,5,84,2,2,3394.23
30,85.32,14,1,3,8,2003,5,84,1,1,2559.6
21,70.96,9,1,4,10,2003,5,84,1,1,1490.16
50,76.88,7,1,1,1,2004,5,84,2,4,3844
47,100,9,1,1,2,2004,5,84,2,3,4724.91
24,76.03,3,1,2,4,2004,5,84,1,1,1824.72
27,98.84,4,1,2,5,2004,5,84,1,1,2668.68
33,86.17,10,1,2,6,2004,5,84,1,1,2843.61
35,90.39,9,1,3,7,2004,5,84,2,2,3163.65
31,71.81,1,1,3,8,2004,5,84,1,2,2226.11
25,82.79,4,1,3,9,2004,5,84,1,2,2069.75
27,82.79,7,1,4,10,2004,5,84,1,1,2235.33
31,100,9,1,4,11,2004,5,84,2,1,3116.43
45,100,8,5,4,11,2004,5,84,2,2,4781.7
27,100,2,1,4,11,2004,5,84,1,4,2810.7
27,100,1,1,4,12,2004,5,84,2,1,3515.67
42,69.27,2,1,1,2,2005,5,84,1,3,2909.34
21,74.77,18,5,1,3,2005,5,84,1,2,1570.17
34,76.88,15,1,1,3,2005,5,84,1,2,2613.92
42,76.03,3,6,2,4,2005,5,84,2,1,3193.26
15,98.84,4,1,2,5,2005,5,84,1,2,1482.6
29,70.87,6,1,1,2,2003,1,60,1,1,2055.23
46,58.15,4,1,2,4,2003,1,60,1,3,2674.9
30,61.78,6,1,3,7,2003,1,60,1,2,1853.4
30,49.67,10,1,3,8,2003,1,60,1,1,1490.1
42,51.48,18,1,4,10,2003,1,60,1,1,2162.16
46,61.18,5,1,4,10,2003,1,60,1,1,2814.28
25,64.2,13,1,4,11,2003,1,60,1,2,1605
32,65.42,5,1,4,11,2003,1,60,1,2,2093.44
30,64.81,6,1,4,12,2003,1,60,1,1,1944.3
40,49.67,3,1,1,1,2004,1,60,1,4,1986.8
28,60.57,5,1,1,2,2004,1,60,1,3,1695.96
23,55.72,2,1,2,4,2004,1,60,1,1,1281.56
29,61.18,6,1,2,5,2004,1,60,1,1,1774.22
34,58.75,6,1,2,6,2004,1,60,1,1,1997.5
37,63.6,5,1,3,7,2004,1,60,1,2,2353.2
20,49.06,10,1,3,8,2004,1,60,1,1,981.2
32,48.46,2,1,3,9,2004,1,60,1,2,1550.72
34,52.09,3,1,4,10,2004,1,60,1,1,1771.06
42,52.7,5,1,4,11,2004,1,60,1,1,2213.4
38,100,12,1,4,11,2004,1,60,2,1,5266.04
30,62.16,1,1,4,11,2004,1,60,1,4,1864.8
23,49.67,3,1,1,1,2005,1,60,1,1,1142.41
22,53.3,4,1,1,2,2005,1,60,1,3,1172.6
39,100,5,1,1,3,2005,1,60,2,2,6981
55,55.72,2,1,2,4,2005,1,60,2,2,3064.6
36,61.18,6,3,2,5,2005,1,60,1,2,2202.48
26,100,1,1,1,1,2003,3,168,2,2,3773.38
31,100,1,1,1,3,2003,3,168,2,2,5074.39
34,100,2,1,2,5,2003,3,168,2,3,6483.46
41,100,8,1,3,7,2003,3,168,3,3,7956.46
23,100,5,1,3,9,2003,3,168,2,1,4230.62
48,100,3,1,4,10,2003,3,168,3,1,7209.12
22,100,7,1,4,11,2003,3,168,2,2,3452.68
21,100,4,1,4,11,2003,3,168,2,1,3047.73
22,100,8,1,4,11,2003,3,168,2,3,3675.32
40,100,3,1,4,12,2003,3,168,3,2,7492.4
50,100,1,1,1,1,2004,3,168,3,2,9534.5
29,100,4,1,1,3,2004,3,168,2,2,5579.02
43,100,8,1,2,4,2004,3,168,2,2,5950.34
24,100,1,1,2,6,2004,3,168,2,2,3726
22,100,10,1,3,8,2004,3,168,2,2,4455
43,100,3,1,3,9,2004,3,168,3,2,8272.34
20,100,14,1,4,10,2004,3,168,2,2,3577.6
25,100,11,1,4,10,2004,3,168,2,1,3881.25
36,100,2,1,4,11,2004,3,168,2,1,5797.44
24,52.67,1,1,4,11,2004,3,168,1,2,1264.08
21,100,6,1,4,11,2004,3,168,2,3,4815.3
30,100,1,1,4,12,2004,3,168,2,2,4462.2
32,94.79,7,5,1,1,2005,3,168,2,1,3033.28
21,47.18,8,1,1,2,2005,3,168,1,2,990.78
26,78.11,7,1,1,3,2005,3,168,1,1,2030.86
35,100,1,2,2,5,2005,3,168,2,1,5433.75
26,100,1,1,1,3,2003,2,132,2,1,3157.44
46,100,3,1,2,5,2003,2,132,2,2,5161.2
37,100,3,1,3,7,2003,2,132,2,2,4346.76
27,100,10,1,3,9,2003,2,132,2,3,3528.36
23,100,9,1,4,10,2003,2,132,2,2,3187.8
39,100,7,1,4,11,2003,2,132,2,1,6023.16
27,100,3,1,4,11,2003,2,132,2,2,3884.76
38,100,8,1,4,11,2003,2,132,2,1,4965.84
27,100,14,1,4,12,2003,2,132,2,1,4169.88
40,100,7,1,1,1,2004,2,132,2,2,4910.4
24,100,5,1,1,2,2004,2,132,2,1,3231.36
44,100,12,1,2,4,2004,2,132,2,2,6853.44
37,100,2,4,2,6,2004,2,132,2,2,5177.04
20,100,3,1,3,7,2004,2,132,1,2,2824.8
39,100,3,1,3,8,2004,2,132,2,1,4324.32
44,100,1,1,3,8,2004,2,132,2,2,5052.96
22,100,5,1,4,10,2003,2,132,2,2,3223.44
43,100,10,1,4,10,2004,2,132,2,2,5278.68
27,100,7,1,4,11,2004,2,132,1,1,2851.2
26,64.9,10,1,4,11,2004,2,132,1,1,1687.4
25,52.32,3,1,4,11,2004,2,132,1,2,1308
49,100,2,1,1,1,2005,2,132,2,2,6144.6
29,100,5,1,1,2,2005,2,132,2,2,5127.2
41,100,12,6,2,4,2005,2,132,2,1,6386.16
55,100,2,1,2,5,2005,2,132,3,2,7695.6
27,83.07,12,1,1,1,2003,3,101,1,2,2242.89
23,100,2,1,1,3,2003,3,101,1,2,2539.89
31,90.17,12,1,2,5,2003,3,101,1,2,2795.27
46,100,1,1,3,7,2003,3,101,2,3,5545.76
47,91.18,9,1,3,9,2003,3,101,2,4,4285.46
31,100,2,1,4,10,2003,3,101,2,1,3329.09
46,100,5,1,4,11,2003,3,101,2,3,5592.22
37,89.15,9,1,4,11,2003,3,101,2,1,3298.55
28,93.21,1,1,4,11,2003,3,101,1,3,2609.88
37,90.17,7,1,4,12,2003,3,101,2,1,3336.29
49,100,4,1,1,1,2004,3,101,2,1,5510.05
24,100,3,1,1,3,2004,3,101,1,1,2504.4
30,100,1,1,2,4,2004,3,101,2,2,3525.6
50,88.14,1,1,2,6,2004,3,101,2,1,4407
31,96.24,10,1,3,7,2004,3,101,1,3,2983.44
46,100,3,1,3,8,2004,3,101,2,2,5126.24
47,100,12,1,3,9,2004,3,101,2,2,5713.79
46,100,7,1,4,10,2004,3,101,2,2,4613.8
37,100,4,1,4,10,2004,3,101,2,1,3711.1
33,100,12,1,4,11,2004,3,101,2,1,3524.73
31,90.17,5,1,4,11,2004,3,101,1,1,2795.27
48,100,9,1,4,11,2004,3,101,2,3,4814.4
41,87.13,6,1,4,12,2004,3,101,2,1,3572.33
42,100,1,1,1,1,2005,3,101,2,1,4581.36
41,100,8,1,1,2,2005,3,101,2,1,4319.76
32,45.25,6,1,1,3,2005,3,101,1,3,1448
10,88.14,1,2,2,5,2005,3,101,1,2,881.4
35,57.46,14,1,1,1,2003,3,62,1,2,2011.1
28,64.33,2,1,1,3,2003,3,62,1,1,1801.24
46,73.7,14,1,2,5,2003,3,62,2,2,3390.2
20,71.2,3,1,3,7,2003,3,62,1,3,1424
30,49.97,11,1,3,9,2003,3,62,1,4,1499.1
48,69.96,4,1,4,10,2003,3,62,2,1,3358.08
28,53.72,2,1,4,11,2003,3,62,1,2,1504.16
39,68.08,11,1,4,11,2003,3,62,1,1,2655.12
24,51.84,3,1,4,11,2003,3,62,1,3,1244.16
28,67.46,9,1,4,12,2003,3,62,1,1,1888.88
31,58.71,6,1,1,1,2004,3,62,1,1,1820.01
45,63.71,5,1,1,3,2004,3,62,1,1,2866.95
24,58.09,3,1,2,4,2004,3,62,1,2,1394.16
49,53.72,3,1,2,6,2004,3,62,1,1,2632.28
32,63.08,1,1,3,7,2004,3,62,1,2,2018.56
43,68.71,5,1,3,8,2004,3,62,1,2,2954.53
37,50.59,14,1,3,9,2004,3,62,1,2,1871.83
24,64.96,9,1,4,10,2004,3,62,1,2,1559.04
35,53.72,6,1,4,10,2004,3,62,1,1,1880.2
41,29.87,13,1,4,11,2004,3,62,1,1,1224.67
26,100,17,1,4,11,2004,3,62,1,2,2979.08
34,64.96,10,1,4,11,2004,3,62,1,3,2208.64
49,70.58,5,1,4,12,2004,3,62,2,1,3458.42
28,44.21,6,1,1,1,2005,3,62,1,1,1237.88
40,68.08,4,1,1,2,2005,3,62,1,1,2723.2
37,59.96,3,1,1,3,2005,3,62,1,2,2218.52
31,53.72,3,2,2,5,2005,3,62,1,2,1665.32
41,83.44,18,1,1,2,2003,4,86,2,2,3421.04
21,89.46,9,1,2,4,2003,4,86,1,2,1878.66
40,96.34,2,1,2,6,2003,4,86,2,1,3853.6
46,74.84,13,1,3,8,2003,4,86,2,1,3442.64
44,79.14,11,1,4,10,2003,4,86,2,2,3482.16
46,73.12,7,4,4,10,2003,4,86,2,2,3363.52
41,81.72,10,1,4,11,2003,4,86,2,2,3350.52
32,89.46,7,1,4,11,2003,4,86,1,2,2862.72
46,87.74,4,1,4,11,2003,4,86,2,2,4036.04
28,100,6,1,1,1,2004,4,86,1,1,2817.92
49,94.62,10,1,1,2,2004,4,86,2,1,4636.38
21,73.98,1,4,2,5,2004,4,86,1,1,1553.58
32,84.3,15,4,2,6,2004,4,86,1,2,2697.6
34,98.06,2,1,3,7,2004,4,86,2,2,3334.04
21,98.06,4,1,3,8,2004,4,86,1,1,2059.26
21,96.34,13,1,3,9,2004,4,86,1,2,2023.14
31,83.44,7,1,4,10,2004,4,86,1,1,2586.64
21,94.62,15,1,4,11,2004,4,86,1,2,1987.02
25,45.86,5,5,4,11,2004,4,86,1,2,1146.5
28,82.58,3,1,4,11,2004,4,86,1,2,2312.24
43,64.97,6,1,4,12,2004,4,86,1,2,2793.71
22,86.74,5,1,1,1,2005,4,86,1,2,1908.28
37,93.01,5,5,1,3,2005,4,86,2,2,3441.37
28,72.26,18,1,1,3,2005,4,86,1,2,2023.28
30,74.84,7,1,2,4,2005,4,86,1,1,2245.2
44,73.98,1,6,2,5,2005,4,86,2,1,3255.12
25,100,13,1,1,1,2003,3,104,1,2,2539.5
43,100,1,1,1,3,2003,3,104,2,1,4818.15
30,97.39,13,1,2,5,2003,3,104,1,2,2921.7
20,90.06,2,1,3,7,2003,3,104,1,3,1801.2
26,100,10,1,3,9,2003,3,104,1,4,2804.36
40,100,3,1,4,10,2003,3,104,2,1,4900.8
31,89.01,1,1,4,11,2003,3,104,1,2,2759.31
22,100,10,1,4,11,2003,3,104,1,1,2488.2
23,100,2,1,4,11,2003,3,104,1,3,2769.89
30,100,8,1,4,12,2003,3,104,2,1,3581.4
